No,Simulated Composition,FileName,PASSED_SCREENING,data_type,A-site(atom+number),A-site(total_atom),A-site(atom),A-site(number),A'-site(atom+number),A'-site(atom),A'-site(number),A''-site(atom+number),Bandgap_by_DFT,Energy_Raw_eV_by_DFT,Energy_Corrected_eV_by_DFT,Energy_per_atom_eV,Magnetic_by_DFT,Energy_above_convex_hull_Anodic_Conditions_eV_atom,Energy_above_convex_hull_Cathodic_Conditions_eV_atom,Energy_above_convex_hull_CO2_Conditions_eV_atom,Bandgap_by_DFT_w_noise,Zscore_Transformed,Zscore_Transformed_noised,Log_Transformed,Log_Transformed_noised,YeoJohnson_Transformed,YeoJohnson_Transformed_noised,rint_norm,rint_norm_noised,Energy_above_convex_hull_Cathodic_Conditions_eV_atom_noised,Energy_above_convex_hull_CO2_Conditions_eV_atom_noised,Energy_above_convex_hull_Anodic_Conditions_eV_atom_noised,Bandgap_by_DFT_noised
4536,Sr8_Ce2_Mn6_O24,Sr8Ce2Mn6O24.vasp,NOT,train,Sr8,8.0,Sr,8.0,,,0.0,,0.243,-279.702435,-306.198435,-7.654960875,6.0,0.559749629,0.280682648,0.430609093,0.2427988039856034,-0.590495017,-0.590921472,-1.37436579,-1.374595462,0.1951855117208961,0.1952071011738901,-0.076023524,-0.075265435,0.2806430875285605,0.4302706175580794,0.5597256363565523,0.2430348434498163
3014,Y4_Ba4_Zr2_Mn6_O24,Y4Ba4Zr2Mn6O24.vasp,NOT,train,Y4,8.0,Y,4.0,Ba4,Ba,4.0,,0.009,-313.994452,-340.490452,-8.5122613,22.0,0.493378016,0.371650813,0.467472132,0.009162675,-0.79145205,-0.79154242,-3.9633163,-3.964254018,0.00891912,0.008930347,-1.08263409,-1.083146932,0.3716147745193332,0.4675494706812751,0.4933299273235395,0.009017502
4130,Y8_Cr4_Co4_O24,Y8Cr4Co4O24.vasp,NOT,train,Y8,8.0,Y,8.0,,,0.0,,1.822,-322.403751,-353.439751,-8.835993775,16.0,0.383544524,0.069170077,0.069170077,1.822122391375363,0.7655355647528927,0.7652797984527392,0.6054082662519386,0.606058619,0.6414611409374781,0.6416459674632533,0.793671365,0.79300637,0.069172114,0.069400438,0.3835163964630729,1.8220647624920336
4586,Ba8_Co4_Zr4_O24,Ba8Co4Zr4O24.vasp,NOT,train,Ba8,8.0,Ba,8.0,,,0.0,,0.693,-284.331664,-307.371664,-7.6842916,4.0,0.655272544,0.199759859,0.399296294,0.693457612,-0.204039183,-0.204011654,-0.352398387,-0.352866573,0.4078505486986404,0.4078323794821554,0.2276707799835312,0.2270943996132409,0.1997318667484426,0.3993781454093032,0.6552770334122513,0.6930652219469601
788,Rb2_Sr6_Nb6_Cr2_O24,Rb2Sr6Nb6Cr2O24.vasp,NOT,train,Rb2,8.0,Rb,2.0,Sr6,Sr,6.0,,0.705,-310.477802,-330.963802,-8.27409505,8.0,0.220884197,0.376633427,0.376633427,0.7045124515352311,-0.193733694,-0.193680815,-0.335472736,-0.335569407,0.4119745834344693,0.4119495416001889,0.2315013113617918,0.230731347,0.376602767,0.3763065860990082,0.2209352135309281,0.704862652
2469,Sr4_La1_Zn3_Mn8_O24,Sr4La1Zn3Mn8O24.vasp,NOT,train,Sr4,8.0,Sr,4.0,La1,La,1.0,Zn3,0.123,-264.139947,-293.971947,-7.349298675,25.0,0.892709517,0.485081234,0.559442518,0.1233246887352696,-0.693549906,-0.693449587,-2.017406151,-2.017100575,0.1094339837813294,0.1094862011058533,-0.251806375,-0.251785424,0.4850498654100583,0.5589270299040824,0.8926911624020778,0.1230224005626177
3257,Sr4_La4_Sc4_Ce4_O24,Sr4La4Sc4Ce4O24.vasp,NOT,train,Sr4,8.0,Sr,4.0,La4,La,4.0,,2.279,-326.577445,-343.065445,-8.576636125,0.0,0.171326611,0.171326611,0.371038139,2.2785516941512585,1.158002934,1.1576054260694832,0.8281150409704295,0.8278790507234609,0.6900269891085696,0.6900587485852259,1.0961406605360522,1.0958756185266223,0.1713182547810998,0.3715082113098882,0.1713458533020713,2.2791341571378965
3425,Ba8_Nb7_Mn1_O24,Ba8Nb7Mn1O24.vasp,NOT,train,Ba8,8.0,Ba,8.0,,,0.0,,0.017,-319.052142,-337.208142,-8.43020355,-0.9968,0.349037837,0.650806271,0.68059873,0.017028279,-0.784581724,-0.785014445,-3.611918413,-3.612363802,0.016713709,0.016625114,-0.84359757,-0.842100397,0.6508517144956139,0.6805731235932259,0.3490287779813977,0.0168017315240584
2072,La4_Ba4_Fe2_Co6_O24,La4Ba4Fe2Co6O24.vasp,NOT,train,La4,8.0,La,4.0,Ba4,Ba,4.0,,0.001,-264.159243,-294.987243,-7.374681075,24.0,1.030051043,0.400622549,0.556451867,0.000821194,-0.798322376,-0.798171166,-4.509860006,-4.510657369,0.000998993,0.000916032,-1.884210809,-1.883780335,0.4006555740669504,0.5565586585811776,1.0301412041920206,0.000831966
3923,Y8_Mn6_Ni2_O24,Y8Mn6Ni2O24.vasp,NOT,train,Y8,8.0,Y,8.0,,,0.0,,0.554,-321.431967,-353.009967,-8.825249175,26.0,0.345142569,0.093518623,0.093518623,0.5530111142337185,-0.323411096,-0.32384998,-0.572701027,-0.574247736,0.3554015177143783,0.3553949846065005,0.1441369812657432,0.1433267371580923,0.093498157,0.094106658,0.3450973396343523,0.5538938920517485
4067,Sr8_Al4_Fe4_O24,Sr8Al4Fe4O24.vasp,NOT,train,Sr8,8.0,Sr,8.0,,,0.0,,0.003,-258.64398,-284.15598,-7.1038995,14.6477,0.851301031,0.353480185,0.623214989,0.002856691,-0.796604795,-0.79606799,-4.342805922,-4.343904996,0.002990959,0.002991452,-1.62687544,-1.627463025,0.3534164,0.622280693,0.8512744055812489,0.002899753
3313,Ba8_Zn8_O24,Ba8Zn8O24.vasp,NOT,train,Ba8,8.0,Ba,8.0,,,0.0,,0.12,-200.007355,-216.495355,-5.412383875,0.0,1.785437554,0.820204309,1.372657165,0.1207040589696019,-0.696126278,-0.696140437,-2.040220829,-2.040761959,0.1070529193889184,0.1069680853871306,-0.253457178,-0.253434432,0.8202025952337192,1.3732396991271971,1.7853324327796125,0.1197594578390107
24,Ba7_Sn1_Fe8_O24,Ba7Sn1Fe8O24.vasp,NOT,train,Ba7,8.0,Ba,7.0,Sn1,Sn,1.0,,0.031,-250.963923,-285.499923,-7.137498075,35.1742,0.828294478,0.359342233,0.716606414,0.031016336,-0.772558654,-0.772768564,-3.194183212,-3.194243324,0.030060998,0.029930475,-0.655044865,-0.655076082,0.3593709903130226,0.7169503969171359,0.828249157,0.030824006
374,Ba2_Y6_Fe8_O24,Ba2Y6Fe8O24.vasp,NOT,train,Ba2,8.0,Ba,2.0,Y6,Y,6.0,,0.051,-294.314623,-328.850623,-8.221265575,-11.9736,0.722269803,0.478690875,0.574416031,0.050560179,-0.755382839,-0.75447567,-2.796881415,-2.796749451,0.048507137,0.04853433,-0.492796944,-0.492380455,0.4786820829472573,0.5740250163567158,0.722286041,0.050894304
2187,Ca4_Mg4_Nb6_P2_O24,Ca4Mg4Nb6P2O24.vasp,NOT,train,Ca4,8.0,Ca,4.0,Mg4,Mg,4.0,,0.009,-302.494918,-318.982918,-7.97457295,0.001,0.887029112,1.345960564,1.345572994,0.008276414,-0.79145205,-0.791423038,-3.9633163,-3.963628767,0.00891912,0.008831399,-1.119771912,-1.12028252,1.3459290504025174,1.3450977226469008,0.8869995284572757,0.009043837
903,Ba6_Zr2_Zn2_Co6_O24,Ba6Zr2Zn2Co6O24.vasp,NOT,train,Ba6,8.0,Ba,6.0,Zr2,Zr,2.0,,0.005,-250.55637,-276.87237,-6.92180925,18.0,1.236906406,0.524351604,0.748117318,0.004642116,-0.794887213,-0.794922642,-4.199705078,-4.200694916,0.004974937,0.00507549,-1.335886967,-1.335002463,0.5244159757225066,0.7480119932353667,1.2368705962212805,0.00510502
