No,Simulated Composition,FileName,A-site(atom+number),A-site(total_atom),A-site(atom),A-site(number),A'-site(atom+number),A'-site(atom),A'-site(number),A''-site(atom+number),A''-site(atom),A''-site(number),B-site(atom+number),B-site(total_atom),B-site(atom),B-site(number),B'-site(atom+number),B'-site(atom),B'-site(number),B''-site(atom+number),B''-site(atom),B''-site(number),B'''-site(atom+number),B'''-site(atom),B'''-site(number),O-site,Bandgap_by_ML,Bandgap_by_DFT,Energy above convex hull - Anodic Conditions (eV/atom),Energy above convex hull - Cathodic Conditions (eV/atom),Energy above convex hull - CO2 Conditions (eV/atom)
1095,Sm2_La6_Zr8_O24,Sm2La6Zr8O24.vasp,Sm2,8,Sm,2,La6,La,6,,,0,Zr8,8,Zr,8,,,0,,,0,,,0,O24,1.857444406,0.014,0.916756662,1.376756662,1.376756662
1096,Sm2_Pr6_Zr8_O24,Sm2Pr6Zr8O24.vasp,Sm2,8,Sm,2,Pr6,Pr,6,,,0,Zr8,8,Zr,8,,,0,,,0,,,0,O24,-0.010240436,0.163,0.9287495,1.3887495,1.3887495
1097,Sm2_Sr6_Ce8_O24,Sm2Sr6Ce8O24.vasp,Sm2,8,Sm,2,Sr6,Sr,6,,,0,Ce8,8,Ce,8,,,0,,,0,,,0,O24,2.030225515,0.225,0.214244128,0.329244128,0.604499388
1098,Sm2_Sr6_Zr8_O24,Sm2Sr6Zr8O24.vasp,Sm2,8,Sm,2,Sr6,Sr,6,,,0,Zr8,8,Zr,8,,,0,,,0,,,0,O24,1.733264804,0.002,0.172745307,0.287745307,0.362097574
1101,Sr2_Ba6_Ce8_O24,Sr2Ba6Ce8O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,Ce8,8,Ce,8,,,0,,,0,,,0,O24,1.617180467,2.206,0.043463856,0.043463856,0.441645279
1103,Y2_Ba6_Ce8_O24,Y2Ba6Ce8O24.vasp,Y2,8,Y,2,Ba6,Ba,6,,,0,Ce8,8,Ce,8,,,0,,,0,,,0,O24,1.973476171,0.231,0.388830063,0.501345688,0.654492239
1104,Y2_Ba6_Zr8_O24,Y2Ba6Zr8O24.vasp,Y2,8,Y,2,Ba6,Ba,6,,,0,Zr8,8,Zr,8,,,0,,,0,,,0,O24,1.203327298,0.043,0.388830063,0.501345688,0.438871732
1105,Y2_Sr6_Ce8_O24,Y2Sr6Ce8O24.vasp,Y2,8,Y,2,Sr6,Sr,6,,,0,Ce8,8,Ce,8,,,0,,,0,,,0,O24,1.981259942,0.269,0.957641121,1.417641121,0.611533138
1106,Y2_Sr6_Zr8_O24,Y2Sr6Zr8O24.vasp,Y2,8,Y,2,Sr6,Sr,6,,,0,Zr8,8,Zr,8,,,0,,,0,,,0,O24,2.53711915,0.028,0.221277878,0.336277878,0.380854069
1107,Zn2_Ba6_Ce8_O24,Zn2Ba6Ce8O24.vasp,Zn2,8,Zn,2,Ba6,Ba,6,,,0,Ce8,8,Ce,8,,,0,,,0,,,0,O24,1.856653452,2.111,0.192642143,0.307642143,0.542454487
1108,Zn2_Ba6_Zr8_O24,Zn2Ba6Zr8O24.vasp,Zn2,8,Zn,2,Ba6,Ba,6,,,0,Zr8,8,Zr,8,,,0,,,0,,,0,O24,1.786461711,3.354,0.236024818,0.236024818,0.162471227
1112,Zn2_Sr6_Ce8_O24,Zn2Sr6Ce8O24.vasp,Zn2,8,Zn,2,Sr6,Sr,6,,,0,Ce8,8,Ce,8,,,0,,,0,,,0,O24,1.899805069,2.187,0.604257865,0.949257865,0.557306887
1114,Zn2_Y6_Ce8_O24,Zn2Y6Ce8O24.vasp,Zn2,8,Zn,2,Y6,Y,6,,,0,Ce8,8,Ce,8,,,0,,,0,,,0,O24,0.237218976,0.024,0.062662221,0.062662221,1.03802689
1116,Ba2_Sr6_Ce1_Fe7_O24,Ba2Sr6Ce1Fe7O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Ce1,8,Ce,1,Fe7,Fe,7,,,0,,,0,O24,0.549014807,0.007,0.735605913,0.258100348,0.611012613
1117,Ba2_Sr6_Co1_Ce7_O24,Ba2Sr6Co1Ce7O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Co1,8,Co,1,Ce7,Ce,7,,,0,,,0,O24,-0.021052003,1.965,0.314573999,0.188364988,0.55021224
1118,Ba2_Sr6_Co1_Zr7_O24,Ba2Sr6Co1Zr7O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Co1,8,Co,1,Zr7,Zr,7,,,0,,,0,O24,-0.01559484,0.123,0.122202653,0.0,0.121652419
1119,Ba2_Sr6_Mn1_Ce7_O24,Ba2Sr6Mn1Ce7O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Mn1,8,Mn,1,Ce7,Ce,7,,,0,,,0,O24,1.365351915,2.097,0.171481056,0.13030316,0.463359591
1121,Ba2_Sr6_Ni1_Ce7_O24,Ba2Sr6Ni1Ce7O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Ni1,8,Ni,1,Ce7,Ce,7,,,0,,,0,O24,0.003576756,0.036,0.367350867,0.213484092,0.590882576
1122,Ba2_Sr6_Ni1_Zr7_O24,Ba2Sr6Ni1Zr7O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Ni1,8,Ni,1,Zr7,Zr,7,,,0,,,0,O24,0.000625968,0.037,0.220812458,0.060320684,0.208155692
1123,Ba2_Sr6_Zr1_Fe7_O24,Ba2Sr6Zr1Fe7O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Zr1,8,Zr,1,Fe7,Fe,7,,,0,,,0,O24,-0.01927042,0.046,0.680123858,0.202618293,0.518822674
1125,Ca2_Sr6_Ce1_Fe7_O24,Ca2Sr6Ce1Fe7O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Ce1,8,Ce,1,Fe7,Fe,7,,,0,,,0,O24,0.005747557,0.011,0.78171347,0.305319423,0.582927666
1127,Ca2_Sr6_Co1_Zr7_O24,Ca2Sr6Co1Zr7O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Co1,8,Co,1,Zr7,Zr,7,,,0,,,0,O24,0.027610779,0.128,0.147234065,0.00892612,0.110775972
1128,Ca2_Sr6_Mn1_Ce7_O24,Ca2Sr6Mn1Ce7O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Mn1,8,Mn,1,Ce7,Ce,7,,,0,,,0,O24,1.50641799,2.087,0.21025393,0.165174877,0.459126952
1129,Ca2_Sr6_Mn1_Zr7_O24,Ca2Sr6Mn1Zr7O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Mn1,8,Mn,1,Zr7,Zr,7,,,0,,,0,O24,-0.019288301,1.576,0.022457435,0.0,0.05180288
1130,Ca2_Sr6_Ni1_Ce7_O24,Ca2Sr6Ni1Ce7O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Ni1,8,Ni,1,Ce7,Ce,7,,,0,,,0,O24,0.025078535,2.07,0.407407366,0.253540591,0.578370316
1132,Ca2_Sr6_Zr1_Fe7_O24,Ca2Sr6Zr1Fe7O24.vasp,Ca2,8,Ca,2,Sr6,Sr,6,,,0,Zr1,8,Zr,1,Fe7,Fe,7,,,0,,,0,O24,-0.008081794,0.029,0.866525661,0.394205159,0.638902477
1133,Cd2_Ba6_Ce1_Zr7_O24,Cd2Ba6Ce1Zr7O24.vasp,Cd2,8,Cd,2,Ba6,Ba,6,,,0,Ce1,8,Ce,1,Zr7,Zr,7,,,0,,,0,O24,-0.026440978,2.182,0.100691415,0.059614431,0.145796802
1134,La2_Ba6_Ce1_Fe7_O24,La2Ba6Ce1Fe7O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Ce1,8,Ce,1,Fe7,Fe,7,,,0,,,0,O24,0.867639542,0.059,0.564729429,0.210486494,0.544554136
1136,La2_Ba6_Co1_Zr7_O24,La2Ba6Co1Zr7O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Co1,8,Co,1,Zr7,Zr,7,,,0,,,0,O24,-0.017433047,2.608,0.018439865,0.0,0.101307599
1137,La2_Ba6_Zr1_Fe7_O24,La2Ba6Zr1Fe7O24.vasp,La2,8,La,2,Ba6,Ba,6,,,0,Zr1,8,Zr,1,Fe7,Fe,7,,,0,,,0,O24,0.004266858,0.006,0.515218686,0.16097575,0.462310026
1138,Sn2_Ba6_Ce1_Zr7_O24,Sn2Ba6Ce1Zr7O24.vasp,Sn2,8,Sn,2,Ba6,Ba,6,,,0,Ce1,8,Ce,1,Zr7,Zr,7,,,0,,,0,O24,0.457499027,1.594,0.038786169,0.268786169,0.33998069
1139,Sn2_Ba6_Fe1_Ce7_O24,Sn2Ba6Fe1Ce7O24.vasp,Sn2,8,Sn,2,Ba6,Ba,6,,,0,Fe1,8,Fe,1,Ce7,Ce,7,,,0,,,0,O24,-0.014437079,0.552,0.321769727,0.474312393,0.691041113
1140,Sr2_Ba6_Al1_Ce7_O24,Sr2Ba6Al1Ce7O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,Al1,8,Al,1,Ce7,Ce,7,,,0,,,0,O24,1.66075635,2.051,0.240120015,0.182620015,0.558409911
1141,Sr2_Ba6_Al1_Zr7_O24,Sr2Ba6Al1Zr7O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,Al1,8,Al,1,Zr7,Zr,7,,,0,,,0,O24,3.157521009,3.485,0.061314002,0.003814002,0.129804965
1142,Sr2_Ba6_Ce1_Co7_O24,Sr2Ba6Ce1Co7O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,Ce1,8,Ce,1,Co7,Co,7,,,0,,,0,O24,0.954026639,0.046,1.118804581,0.300537488,0.595611412
1143,Sr2_Ba6_Ce1_Fe7_O24,Sr2Ba6Ce1Fe7O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,Ce1,8,Ce,1,Fe7,Fe,7,,,0,,,0,O24,-0.011071801,0.048,0.715089618,0.226202013,0.642016805
1144,Sr2_Ba6_Ce1_Ni7_O24,Sr2Ba6Ce1Ni7O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,Ce1,8,Ce,1,Ni7,Ni,7,,,0,,,0,O24,1.552021384,0.005,1.725710406,0.605855049,1.117771511
1145,Sr2_Ba6_Ga1_Ce7_O24,Sr2Ba6Ga1Ce7O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,Ga1,8,Ga,1,Ce7,Ce,7,,,0,,,0,O24,1.60787797,2.217,0.22674947,0.16924947,0.542432189
1147,Sr2_Ba6_In1_Ce7_O24,Sr2Ba6In1Ce7O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,In1,8,In,1,Ce7,Ce,7,,,0,,,0,O24,1.757059932,2.197,0.178795535,0.121295535,0.513821857
1148,Sr2_Ba6_In1_Zr7_O24,Sr2Ba6In1Zr7O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,In1,8,In,1,Zr7,Zr,7,,,0,,,0,O24,2.559727669,3.507,0.035838181,0.0,0.119456598
1149,Sr2_Ba6_Sc1_Ce7_O24,Sr2Ba6Sc1Ce7O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,Sc1,8,Sc,1,Ce7,Ce,7,,,0,,,0,O24,1.708199382,2.238,0.171461278,0.113961278,0.512142701
1151,Sr2_Ba6_Y1_Ce7_O24,Sr2Ba6Y1Ce7O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,Y1,8,Y,1,Ce7,Ce,7,,,0,,,0,O24,1.769809961,2.244,0.324066184,0.264081809,0.508980113
1152,Sr2_Ba6_Y1_Zr7_O24,Sr2Ba6Y1Zr7O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,Y1,8,Y,1,Zr7,Zr,7,,,0,,,0,O24,0.792258143,3.534,0.026885235,0.0,0.126782544
1154,Sr2_Ba6_Zr1_Fe7_O24,Sr2Ba6Zr1Fe7O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,Zr1,8,Zr,1,Fe7,Fe,7,,,0,,,0,O24,0.024427772,0.008,0.681987312,0.193099707,0.572206616
1155,Sr2_Ba6_Zr1_Ni7_O24,Sr2Ba6Zr1Ni7O24.vasp,Sr2,8,Sr,2,Ba6,Ba,6,,,0,Zr1,8,Zr,1,Ni7,Ni,7,,,0,,,0,O24,-0.016354203,0.009,1.70590435,0.582461927,1.061257572
1156,Ba2_Be6_Ce6_Nb2_O24,Ba2Be6Ce6Nb2O24.vasp,Ba2,8,Ba,2,Be6,Be,6,,,0,Ce6,8,Ce,6,Nb2,Nb,2,,,0,,,0,O24,-0.016798854,0.013,0.653228564,0.768228564,0.775038269
1158,Ba2_Be6_Ce6_Sb2_O24,Ba2Be6Ce6Sb2O24.vasp,Ba2,8,Ba,2,Be6,Be,6,,,0,Ce6,8,Ce,6,Sb2,Sb,2,,,0,,,0,O24,-0.018554568,0.164,0.761949565,0.833198797,0.86804711
1159,Ba2_Be6_Ce6_Ta2_O24,Ba2Be6Ce6Ta2O24.vasp,Ba2,8,Ba,2,Be6,Be,6,,,0,Ce6,8,Ce,6,Ta2,Ta,2,,,0,,,0,O24,1.326025367,0.079,0.872690048,0.987690048,0.994095417
1163,Ba2_Be6_Zr6_Sb2_O24,Ba2Be6Zr6Sb2O24.vasp,Ba2,8,Ba,2,Be6,Be,6,,,0,Zr6,8,Zr,6,Sb2,Sb,2,,,0,,,0,O24,1.508578897,1.665,0.592132658,0.666299312,0.68066304
1164,Ba2_Ca6_Ce6_Sb2_O24,Ba2Ca6Ce6Sb2O24.vasp,Ba2,8,Ba,2,Ca6,Ca,6,,,0,Ce6,8,Ce,6,Sb2,Sb,2,,,0,,,0,O24,2.010512114,0.22,0.266889866,0.369440009,0.528875305
1165,Ba2_Ca6_Ce6_V2_O24,Ba2Ca6Ce6V2O24.vasp,Ba2,8,Ba,2,Ca6,Ca,6,,,0,Ce6,8,Ce,6,V2,V,2,,,0,,,0,O24,1.613469481,1.286,0.310772246,0.424447246,0.544162934
1166,Ba2_Ca6_Nb6_Zr2_O24,Ba2Ca6Nb6Zr2O24.vasp,Ba2,8,Ba,2,Ca6,Ca,6,,,0,Nb6,8,Nb,6,Zr2,Zr,2,,,0,,,0,O24,-0.003999352,0.024,0.35740446,0.70240446,0.731131917
1168,Ba2_Ca6_P6_Zr2_O24,Ba2Ca6P6Zr2O24.vasp,Ba2,8,Ba,2,Ca6,Ca,6,,,0,P6,8,P,6,Zr2,Zr,2,,,0,,,0,O24,3.429091454,3.113,0.65846655,0.99949155,0.995157166
1169,Ba2_Ca6_Sb6_Zr2_O24,Ba2Ca6Sb6Zr2O24.vasp,Ba2,8,Ba,2,Ca6,Ca,6,,,0,Sb6,8,Sb,6,Zr2,Zr,2,,,0,,,0,O24,1.981713772,1.3,0.209894999,0.536754887,0.565482344
1170,Ba2_Ca6_Ta6_Zr2_O24,Ba2Ca6Ta6Zr2O24.vasp,Ba2,8,Ba,2,Ca6,Ca,6,,,0,Ta6,8,Ta,6,Zr2,Zr,2,,,0,,,0,O24,1.922855854,0.095,0.565418761,0.910418761,0.934341585
1171,Ba2_Ca6_V6_Ce2_O24,Ba2Ca6V6Ce2O24.vasp,Ba2,8,Ba,2,Ca6,Ca,6,,,0,V6,8,V,6,Ce2,Ce,2,,,0,,,0,O24,-0.011595368,0.673,0.349945269,0.668359019,0.668359019
1172,Ba2_Ca6_V6_Zr2_O24,Ba2Ca6V6Zr2O24.vasp,Ba2,8,Ba,2,Ca6,Ca,6,,,0,V6,8,V,6,Zr2,Zr,2,,,0,,,0,O24,0.001704097,1.664,0.227810595,0.520843516,0.520843516
1173,Ba2_Ca6_Zr6_Nb2_O24,Ba2Ca6Zr6Nb2O24.vasp,Ba2,8,Ba,2,Ca6,Ca,6,,,0,Zr6,8,Zr,6,Nb2,Nb,2,,,0,,,0,O24,3.383410454,0.009,0.102694763,0.217694763,0.271072822
1175,Ba2_Ca6_Zr6_Sb2_O24,Ba2Ca6Zr6Sb2O24.vasp,Ba2,8,Ba,2,Ca6,Ca,6,,,0,Zr6,8,Zr,6,Sb2,Sb,2,,,0,,,0,O24,2.39893055,0.9,0.11302985,0.209889739,0.263267797
1176,Ba2_Ca6_Zr6_Ta2_O24,Ba2Ca6Zr6Ta2O24.vasp,Ba2,8,Ba,2,Ca6,Ca,6,,,0,Zr6,8,Zr,6,Ta2,Ta,2,,,0,,,0,O24,3.432591438,0.157,0.150766396,0.265766396,0.311420565
1177,Ba2_Ca6_Zr6_V2_O24,Ba2Ca6Zr6V2O24.vasp,Ba2,8,Ba,2,Ca6,Ca,6,,,0,Zr6,8,Zr,6,V2,V,2,,,0,,,0,O24,1.501065373,1.922,0.032031439,0.135554107,0.165871802
1179,Ba2_Mg6_Ce6_Ta2_O24,Ba2Mg6Ce6Ta2O24.vasp,Ba2,8,Ba,2,Mg6,Mg,6,,,0,Ce6,8,Ce,6,Ta2,Ta,2,,,0,,,0,O24,1.547457933,0.074,0.679644413,0.794644413,0.800213427
1180,Ba2_Mg6_Ce6_V2_O24,Ba2Mg6Ce6V2O24.vasp,Ba2,8,Ba,2,Mg6,Mg,6,,,0,Ce6,8,Ce,6,V2,V,2,,,0,,,0,O24,-0.011831284,0.001,0.691956455,0.782092185,0.782092185
1183,Ba2_Mg6_Ta6_Zr2_O24,Ba2Mg6Ta6Zr2O24.vasp,Ba2,8,Ba,2,Mg6,Mg,6,,,0,Ta6,8,Ta,6,Zr2,Zr,2,,,0,,,0,O24,2.514377117,0.02,1.072553716,1.417553716,1.417553716
1184,Ba2_Mg6_V6_Zr2_O24,Ba2Mg6V6Zr2O24.vasp,Ba2,8,Ba,2,Mg6,Mg,6,,,0,V6,8,V,6,Zr2,Zr,2,,,0,,,0,O24,1.251108408,1.713,0.4918542,0.64538486,0.64538486
1187,Ba2_Sr6_Ce6_Co2_O24,Ba2Sr6Ce6Co2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Co2,Co,2,,,0,,,0,O24,-0.016575217,0.189,0.589119707,0.336701684,0.682997706
1188,Ba2_Sr6_Ce6_Fe2_O24,Ba2Sr6Ce6Fe2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Fe2,Fe,2,,,0,,,0,O24,-0.006153822,0.055,0.385913351,0.241576195,0.608397166
1189,Ba2_Sr6_Ce6_Mn2_O24,Ba2Sr6Ce6Mn2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Mn2,Mn,2,,,0,,,0,O24,0.033554673,1.596,0.391771946,0.307465576,0.598130533
1190,Ba2_Sr6_Ce6_Ni2_O24,Ba2Sr6Ce6Ni2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Ni2,Ni,2,,,0,,,0,O24,-0.010193348,0.003,0.712991505,0.405257956,0.782656439
1191,Ba2_Sr6_Ce6_Sb2_O24,Ba2Sr6Ce6Sb2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Sb2,Sb,2,,,0,,,0,O24,1.722559571,0.164,0.194892803,0.291292835,0.576473904
1193,Ba2_Sr6_Ce6_Ti2_O24,Ba2Sr6Ce6Ti2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,Ti2,Ti,2,,,0,,,0,O24,0.532652855,2.007,0.211486806,0.211486806,0.493310021
1194,Ba2_Sr6_Ce6_V2_O24,Ba2Sr6Ce6V2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Ce6,8,Ce,6,V2,V,2,,,0,,,0,O24,1.717062712,1.207,0.297838386,0.410630052,0.617928475
1195,Ba2_Sr6_Fe6_Ce2_O24,Ba2Sr6Fe6Ce2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Fe6,8,Fe,6,Ce2,Ce,2,,,0,,,0,O24,1.251669765,0.603,0.702981879,0.296130403,0.643515073
1196,Ba2_Sr6_Fe6_Zr2_O24,Ba2Sr6Fe6Zr2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Fe6,8,Fe,6,Zr2,Zr,2,,,0,,,0,O24,0.811734796,0.18,0.612752393,0.205900917,0.479869821
1197,Ba2_Sr6_Nb6_Zr2_O24,Ba2Sr6Nb6Zr2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Nb6,8,Nb,6,Zr2,Zr,2,,,0,,,0,O24,0.716767013,0.006,0.298764158,0.643764158,0.672491615
1199,Ba2_Sr6_P6_Zr2_O24,Ba2Sr6P6Zr2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,P6,8,P,6,Zr2,Zr,2,,,0,,,0,O24,-0.00999558,3.149,0.723228648,1.068228648,1.068228648
1201,Ba2_Sr6_Sb6_Zr2_O24,Ba2Sr6Sb6Zr2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Sb6,8,Sb,6,Zr2,Zr,2,,,0,,,0,O24,1.144442558,1.342,0.176741619,0.492159036,0.571781659
1202,Ba2_Sr6_Ta6_Zr2_O24,Ba2Sr6Ta6Zr2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Ta6,8,Ta,6,Zr2,Zr,2,,,0,,,0,O24,0.565068007,0.04,0.51941454,0.86441454,0.893141997
1203,Ba2_Sr6_V6_Ce2_O24,Ba2Sr6V6Ce2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,V6,8,V,6,Ce2,Ce,2,,,0,,,0,O24,0.944795966,1.028,0.366098535,0.667948859,0.641483812
1206,Ba2_Sr6_Zr6_Cr2_O24,Ba2Sr6Zr6Cr2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Cr2,Cr,2,,,0,,,0,O24,-0.0138129,1.141,0.126162169,0.084617123,0.15896939
1207,Ba2_Sr6_Zr6_Fe2_O24,Ba2Sr6Zr6Fe2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Fe2,Fe,2,,,0,,,0,O24,1.243922949,0.555,0.290975346,0.155358188,0.315400971
1208,Ba2_Sr6_Zr6_Mn2_O24,Ba2Sr6Zr6Mn2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Mn2,Mn,2,,,0,,,0,O24,2.3495965,1.493,0.126978566,0.03326036,0.135278963
1209,Ba2_Sr6_Zr6_Nb2_O24,Ba2Sr6Zr6Nb2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Nb2,Nb,2,,,0,,,0,O24,2.381434202,0.004,0.101961476,0.216961476,0.295257111
1210,Ba2_Sr6_Zr6_Ni2_O24,Ba2Sr6Zr6Ni2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Ni2,Ni,2,,,0,,,0,O24,-0.009588718,0.019,0.506697437,0.185713888,0.378304182
1211,Ba2_Sr6_Zr6_P2_O24,Ba2Sr6Zr6P2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,P2,P,2,,,0,,,0,O24,2.99873209,2.597,0.448487321,0.563487321,0.626512742
1212,Ba2_Sr6_Zr6_Sb2_O24,Ba2Sr6Zr6Sb2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Sb2,Sb,2,,,0,,,0,O24,3.004889727,0.774,0.050156727,0.135574144,0.230834834
1213,Ba2_Sr6_Zr6_Sn2_O24,Ba2Sr6Zr6Sn2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Sn2,Sn,2,,,0,,,0,O24,2.115607262,3.845,0.0,0.0,0.075693708
1214,Ba2_Sr6_Zr6_Ta2_O24,Ba2Sr6Zr6Ta2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Ta2,Ta,2,,,0,,,0,O24,2.25344491,0.065,0.139325916,0.254325916,0.33262155
1215,Ba2_Sr6_Zr6_Ti2_O24,Ba2Sr6Zr6Ti2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,Ti2,Ti,2,,,0,,,0,O24,2.310096741,2.895,0.005600379,0.005600379,0.083896014
1216,Ba2_Sr6_Zr6_V2_O24,Ba2Sr6Zr6V2O24.vasp,Ba2,8,Ba,2,Sr6,Sr,6,,,0,Zr6,8,Zr,6,V2,V,2,,,0,,,0,O24,1.202432394,1.926,0.042276794,0.155068461,0.203068092
1219,Be2_Ba6_P6_Zr2_O24,Be2Ba6P6Zr2O24.vasp,Be2,8,Be,2,Ba6,Ba,6,,,0,P6,8,P,6,Zr2,Zr,2,,,0,,,0,O24,3.547502041,2.138,0.70240406,1.04740406,1.04740406
1220,Be2_Ba6_Sb6_Ce2_O24,Be2Ba6Sb6Ce2O24.vasp,Be2,8,Be,2,Ba6,Ba,6,,,0,Sb6,8,Sb,6,Ce2,Ce,2,,,0,,,0,O24,1.908577204,0.311,0.478857,0.692604696,0.797149636
1221,Be2_Ba6_Sb6_Zr2_O24,Be2Ba6Sb6Zr2O24.vasp,Be2,8,Be,2,Ba6,Ba,6,,,0,Sb6,8,Sb,6,Zr2,Zr,2,,,0,,,0,O24,-0.009196401,0.873,0.469553098,0.705925683,0.770278571
1224,Be2_Ba6_Zr6_V2_O24,Be2Ba6Zr6V2O24.vasp,Be2,8,Be,2,Ba6,Ba,6,,,0,Zr6,8,Zr,6,V2,V,2,,,0,,,0,O24,1.484389305,0.929,0.286245708,0.399037374,0.437337803
1225,Ca2_Ba6_Ce6_Fe2_O24,Ca2Ba6Ce6Fe2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,Fe2,Fe,2,,,0,,,0,O24,-0.021006823,2.011,0.532682291,0.399404686,0.733771757
1227,Ca2_Ba6_Ce6_Nb2_O24,Ca2Ba6Ce6Nb2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,Nb2,Nb,2,,,0,,,0,O24,1.78240633,0.26,0.22914419,0.34414419,0.564071223
1229,Ca2_Ba6_Ce6_Sn2_O24,Ca2Ba6Ce6Sn2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,Sn2,Sn,2,,,0,,,0,O24,1.673583031,2.137,0.175734371,0.175734371,0.451384234
1231,Ca2_Ba6_Ce6_V2_O24,Ca2Ba6Ce6V2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Ce6,8,Ce,6,V2,V,2,,,0,,,0,O24,1.605911732,1.225,0.307549106,0.420340773,0.606103355
1232,Ca2_Ba6_Nb6_Ce2_O24,Ca2Ba6Nb6Ce2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Nb6,8,Nb,6,Ce2,Ce,2,,,0,,,0,O24,0.947415829,0.001,0.474347976,0.819347976,0.858213402
1233,Ca2_Ba6_Nb6_Zr2_O24,Ca2Ba6Nb6Zr2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,Nb6,8,Nb,6,Zr2,Zr,2,,,0,,,0,O24,-0.00727427,0.022,0.314058739,0.659058739,0.696524712
1234,Ca2_Ba6_P6_Zr2_O24,Ca2Ba6P6Zr2O24.vasp,Ca2,8,Ca,2,Ba6,Ba,6,,,0,P6,8,P,6,Zr2,Zr,2,,,0,,,0,O24,-0.009043813,2.938,0.700309237,1.043984237,1.041936317
