No,Simulated Composition,FileName,A-site(atom+number),A-site(total_atom),A-site(atom),A-site(number),A'-site(atom+number),A'-site(atom),A'-site(number),A''-site(atom+number),A''-site(atom),A''-site(number),B-site(atom+number),B-site(total_atom),B-site(atom),B-site(number),B'-site(atom+number),B'-site(atom),B'-site(number),B''-site(atom+number),B''-site(atom),B''-site(number),B'''-site(atom+number),B'''-site(atom),B'''-site(number),O-site,Bandgap_by_ML,Bandgap_by_DFT,Energy above convex hull - Anodic Conditions (eV/atom),Energy above convex hull - Cathodic Conditions (eV/atom),Energy above convex hull - CO2 Conditions (eV/atom)
2851,Ca4_Sr4_Ce2_Mn6_O24,Ca4Sr4Ce2Mn6O24.vasp,Ca4,8,Ca,4,Sr4,Sr,4,,,0,Ce2,8,Ce,2,Mn6,Mn,6,,,0,,,0,O24,-0.01376164,0.253,0.636283378,0.312498554,0.463195594
2852,Ca4_Sr4_Ce2_Ni6_O24,Ca4Sr4Ce2Ni6O24.vasp,Ca4,8,Ca,4,Sr4,Sr,4,,,0,Ce2,8,Ce,2,Ni6,Ni,6,,,0,,,0,O24,0.037459612,0.004,1.686481744,0.763281096,1.045933533
2853,Ca4_Sr4_Co2_Ce6_O24,Ca4Sr4Co2Ce6O24.vasp,Ca4,8,Ca,4,Sr4,Sr,4,,,0,Co2,8,Co,2,Ce6,Ce,6,,,0,,,0,O24,-0.018837571,0.834,0.564894581,0.30097432,0.564026533
2854,Ca4_Sr4_Co2_Zr6_O24,Ca4Sr4Co2Zr6O24.vasp,Ca4,8,Ca,4,Sr4,Sr,4,,,0,Co2,8,Co,2,Zr6,Zr,6,,,0,,,0,O24,2.673028708,1.069,0.378810004,0.102194113,0.206757463
2856,Ca4_Sr4_Fe2_Zr6_O24,Ca4Sr4Fe2Zr6O24.vasp,Ca4,8,Ca,4,Sr4,Sr,4,,,0,Fe2,8,Fe,2,Zr6,Zr,6,,,0,,,0,O24,0.004325628,0.011,0.230646648,0.097369043,0.187199923
2858,Ca4_Sr4_Mn2_Zr6_O24,Ca4Sr4Mn2Zr6O24.vasp,Ca4,8,Ca,4,Sr4,Sr,4,,,0,Mn2,8,Mn,2,Zr6,Zr,6,,,0,,,0,O24,1.490196824,1.701,0.143715743,0.024851979,0.103270279
2861,Ca4_Sr4_Zr2_Co6_O24,Ca4Sr4Zr2Co6O24.vasp,Ca4,8,Ca,4,Sr4,Sr,4,,,0,Zr2,8,Zr,2,Co6,Co,6,,,0,,,0,O24,0.977934301,0.798,1.149571168,0.339596094,0.523987392
2862,Ca4_Sr4_Zr2_Mn6_O24,Ca4Sr4Zr2Mn6O24.vasp,Ca4,8,Ca,4,Sr4,Sr,4,,,0,Zr2,8,Zr,2,Mn6,Mn,6,,,0,,,0,O24,1.844786525,0.46,0.71587476,0.384979608,0.485112217
2863,Ca4_Sr4_Zr2_Ni6_O24,Ca4Sr4Zr2Ni6O24.vasp,Ca4,8,Ca,4,Sr4,Sr,4,,,0,Zr2,8,Zr,2,Ni6,Ni,6,,,0,,,0,O24,-0.010492563,0.056,1.699473813,0.763023165,1.001250843
2865,La4_Ba4_Ce2_Mn6_O24,La4Ba4Ce2Mn6O24.vasp,La4,8,La,4,Ba4,Ba,4,,,0,Ce2,8,Ce,2,Mn6,Mn,6,,,0,,,0,O24,-0.011937618,0.171,0.544877868,0.579183757,0.694786098
2866,La4_Ba4_Ce2_Ni6_O24,La4Ba4Ce2Ni6O24.vasp,La4,8,La,4,Ba4,Ba,4,,,0,Ce2,8,Ce,2,Ni6,Ni,6,,,0,,,0,O24,-0.004922986,0.024,1.265590065,0.559139417,0.853952451
2867,La4_Ba4_Co2_Ce6_O24,La4Ba4Co2Ce6O24.vasp,La4,8,La,4,Ba4,Ba,4,,,0,Co2,8,Co,2,Ce6,Ce,6,,,0,,,0,O24,-0.017564297,1.509,0.316869644,0.294451621,0.520250514
2869,La4_Ba4_Fe2_Zr6_O24,La4Ba4Fe2Zr6O24.vasp,La4,8,La,4,Ba4,Ba,4,,,0,Fe2,8,Fe,2,Zr6,Zr,6,,,0,,,0,O24,-0.012994528,2.873,0.067273087,0.181300597,0.246704542
2871,La4_Ba4_Ni2_Ce6_O24,La4Ba4Ni2Ce6O24.vasp,La4,8,La,4,Ba4,Ba,4,,,0,Ni2,8,Ni,2,Ce6,Ce,6,,,0,,,0,O24,-0.023022294,1.821,0.350333505,0.272599955,0.52950131
2872,La4_Ba4_Ni2_Zr6_O24,La4Ba4Ni2Zr6O24.vasp,La4,8,La,4,Ba4,Ba,4,,,0,Ni2,8,Ni,2,Zr6,Zr,6,,,0,,,0,O24,0.002491951,3.56,0.16806024,0.090326691,0.194672816
2873,La4_Ba4_Zr2_Co6_O24,La4Ba4Zr2Co6O24.vasp,La4,8,La,4,Ba4,Ba,4,,,0,Zr2,8,Zr,2,Co6,Co,6,,,0,,,0,O24,0.475460052,0.08,0.774369934,0.234691937,0.382539504
2874,La4_Ba4_Zr2_Mn6_O24,La4Ba4Zr2Mn6O24.vasp,La4,8,La,4,Ba4,Ba,4,,,0,Zr2,8,Zr,2,Mn6,Mn,6,,,0,,,0,O24,2.125507593,0.012,0.464377882,0.484476552,0.540870345
2875,La4_Ba4_Zr2_Ni6_O24,La4Ba4Zr2Ni6O24.vasp,La4,8,La,4,Ba4,Ba,4,,,0,Zr2,8,Zr,2,Ni6,Ni,6,,,0,,,0,O24,-0.013241649,0.012,1.228464954,0.522014305,0.76399533
2877,La4_Ca4_Ce2_Mn6_O24,La4Ca4Ce2Mn6O24.vasp,La4,8,La,4,Ca4,Ca,4,,,0,Ce2,8,Ce,2,Mn6,Mn,6,,,0,,,0,O24,-0.012675643,0.463,0.589103358,0.562239595,0.628338881
2878,La4_Ca4_Ce2_Ni6_O24,La4Ca4Ce2Ni6O24.vasp,La4,8,La,4,Ca4,Ca,4,,,0,Ce2,8,Ce,2,Ni6,Ni,6,,,0,,,0,O24,-0.018799782,0.022,1.285909555,0.592708906,0.744472745
2879,La4_Ca4_Co2_Zr6_O24,La4Ca4Co2Zr6O24.vasp,La4,8,La,4,Ca4,Ca,4,,,0,Co2,8,Co,2,Zr6,Zr,6,,,0,,,0,O24,-0.015326262,2.086,0.13144122,0.084825329,0.139820501
2881,La4_Ca4_Mn2_Zr6_O24,La4Ca4Mn2Zr6O24.vasp,La4,8,La,4,Ca4,Ca,4,,,0,Mn2,8,Mn,2,Zr6,Zr,6,,,0,,,0,O24,-0.017163396,2.197,0.368587652,0.529587652,0.554238254
2882,La4_Ca4_Ni2_Ce6_O24,La4Ca4Ni2Ce6O24.vasp,La4,8,La,4,Ca4,Ca,4,,,0,Ni2,8,Ni,2,Ce6,Ce,6,,,0,,,0,O24,-0.02394712,1.919,0.431014502,0.353280953,0.505044791
2883,La4_Ca4_Ni2_Zr6_O24,La4Ca4Ni2Zr6O24.vasp,La4,8,La,4,Ca4,Ca,4,,,0,Ni2,8,Ni,2,Zr6,Zr,6,,,0,,,0,O24,-0.008643031,3.546,0.125017205,0.047283656,0.109183422
2885,La4_Ca4_Zr2_Mn6_O24,La4Ca4Zr2Mn6O24.vasp,La4,8,La,4,Ca4,Ca,4,,,0,Zr2,8,Zr,2,Mn6,Mn,6,,,0,,,0,O24,1.581042647,0.193,0.43512577,0.408262006,0.437112129
2886,La4_Ca4_Zr2_Ni6_O24,La4Ca4Zr2Ni6O24.vasp,La4,8,La,4,Ca4,Ca,4,,,0,Zr2,8,Zr,2,Ni6,Ni,6,,,0,,,0,O24,-0.009623766,2.567,1.177459763,0.484259115,0.609715499
2887,La4_Sr4_Ce2_Co6_O24,La4Sr4Ce2Co6O24.vasp,La4,8,La,4,Sr4,Sr,4,,,0,Ce2,8,Ce,2,Co6,Co,6,,,0,,,0,O24,0.020765424,0.491,0.825346598,0.254198394,0.440903558
2888,La4_Sr4_Ce2_Mn6_O24,La4Sr4Ce2Mn6O24.vasp,La4,8,La,4,Sr4,Sr,4,,,0,Ce2,8,Ce,2,Mn6,Mn,6,,,0,,,0,O24,-0.012527823,0.398,0.527474296,0.52931619,0.631400015
2889,La4_Sr4_Ce2_Ni6_O24,La4Sr4Ce2Ni6O24.vasp,La4,8,La,4,Sr4,Sr,4,,,0,Ce2,8,Ce,2,Ni6,Ni,6,,,0,,,0,O24,-0.012177825,0.015,1.230946305,0.537745656,0.773864071
2890,La4_Sr4_Co2_Ce6_O24,La4Sr4Co2Ce6O24.vasp,La4,8,La,4,Sr4,Sr,4,,,0,Co2,8,Co,2,Ce6,Ce,6,,,0,,,0,O24,-0.016484976,1.413,0.309830079,0.275909819,0.492428009
2891,La4_Sr4_Co2_Zr6_O24,La4Sr4Co2Zr6O24.vasp,La4,8,La,4,Sr4,Sr,4,,,0,Co2,8,Co,2,Zr6,Zr,6,,,0,,,0,O24,-0.016002297,2.292,0.130915362,0.089954534,0.173854265
2892,La4_Sr4_Fe2_Ce6_O24,La4Sr4Fe2Ce6O24.vasp,La4,8,La,4,Sr4,Sr,4,,,0,Fe2,8,Fe,2,Ce6,Ce,6,,,0,,,0,O24,0.567633629,1.62,0.346223286,0.460250797,0.670061758
2894,La4_Sr4_Mn2_Zr6_O24,La4Sr4Mn2Zr6O24.vasp,La4,8,La,4,Sr4,Sr,4,,,0,Mn2,8,Mn,2,Zr6,Zr,6,,,0,,,0,O24,-0.016968846,1.917,0.180019341,0.341019341,0.390587519
2895,La4_Sr4_Ni2_Ce6_O24,La4Sr4Ni2Ce6O24.vasp,La4,8,La,4,Sr4,Sr,4,,,0,Ni2,8,Ni,2,Ce6,Ce,6,,,0,,,0,O24,-0.023201585,2.003,0.373294627,0.295561078,0.531679493
2896,La4_Sr4_Ni2_Zr6_O24,La4Sr4Ni2Zr6O24.vasp,La4,8,La,4,Sr4,Sr,4,,,0,Ni2,8,Ni,2,Zr6,Zr,6,,,0,,,0,O24,-0.009437799,3.552,0.108469097,0.030735548,0.127194936
2898,La4_Sr4_Zr2_Mn6_O24,La4Sr4Zr2Mn6O24.vasp,La4,8,La,4,Sr4,Sr,4,,,0,Zr2,8,Zr,2,Mn6,Mn,6,,,0,,,0,O24,1.734695911,0.029,0.389889677,0.384717391,0.436140638
2899,La4_Sr4_Zr2_Ni6_O24,La4Sr4Zr2Ni6O24.vasp,La4,8,La,4,Sr4,Sr,4,,,0,Zr2,8,Zr,2,Ni6,Ni,6,,,0,,,0,O24,-0.013354778,2.625,1.106100311,0.399649663,0.611927076
2900,Mg4_Be4_Ce2_Sb6_O24,Mg4Be4Ce2Sb6O24.vasp,Mg4,8,Mg,4,Be4,Be,4,,,0,Ce2,8,Ce,2,Sb6,Sb,6,,,0,,,0,O24,0.846583545,0.571,0.729386713,0.824482593,0.824482593
2901,Mg4_Be4_Nb2_Ce6_O24,Mg4Be4Nb2Ce6O24.vasp,Mg4,8,Mg,4,Be4,Be,4,,,0,Nb2,8,Nb,2,Ce6,Ce,6,,,0,,,0,O24,-0.010053277,0.109,0.650464035,0.765464035,0.765464035
2902,Mg4_Be4_Nb2_Zr6_O24,Mg4Be4Nb2Zr6O24.vasp,Mg4,8,Mg,4,Be4,Be,4,,,0,Nb2,8,Nb,2,Zr6,Zr,6,,,0,,,0,O24,3.404387474,0.865,0.657151215,0.772151215,0.772151215
2903,Mg4_Be4_P2_Zr6_O24,Mg4Be4P2Zr6O24.vasp,Mg4,8,Mg,4,Be4,Be,4,,,0,P2,8,P,2,Zr6,Zr,6,,,0,,,0,O24,3.879621029,1.034,0.611611807,0.726611807,0.726611807
2904,Mg4_Be4_Sb2_Zr6_O24,Mg4Be4Sb2Zr6O24.vasp,Mg4,8,Mg,4,Be4,Be,4,,,0,Sb2,8,Sb,2,Zr6,Zr,6,,,0,,,0,O24,0.0445894,2.402,0.556693262,0.59762456,0.59762456
2905,Mg4_Be4_Ta2_Ce6_O24,Mg4Be4Ta2Ce6O24.vasp,Mg4,8,Mg,4,Be4,Be,4,,,0,Ta2,8,Ta,2,Ce6,Ce,6,,,0,,,0,O24,-0.010987997,0.109,0.513576336,0.628576336,0.628576336
2906,Mg4_Be4_Ta2_Zr6_O24,Mg4Be4Ta2Zr6O24.vasp,Mg4,8,Mg,4,Be4,Be,4,,,0,Ta2,8,Ta,2,Zr6,Zr,6,,,0,,,0,O24,3.53484869,1.253,0.701835328,0.816835328,0.816835328
2908,Mg4_Be4_V2_Zr6_O24,Mg4Be4V2Zr6O24.vasp,Mg4,8,Mg,4,Be4,Be,4,,,0,V2,8,V,2,Zr6,Zr,6,,,0,,,0,O24,0.06854713,2.583,0.532989165,0.560989628,0.560989628
2910,Pr4_Ba4_Ce2_Co6_O24,Pr4Ba4Ce2Co6O24.vasp,Pr4,8,Pr,4,Ba4,Ba,4,,,0,Ce2,8,Ce,2,Co6,Co,6,,,0,,,0,O24,1.539233088,0.574,0.89188668,0.358191829,0.500273351
2911,Pr4_Ba4_Ce2_Fe6_O24,Pr4Ba4Ce2Fe6O24.vasp,Pr4,8,Pr,4,Ba4,Ba,4,,,0,Ce2,8,Ce,2,Fe6,Fe,6,,,0,,,0,O24,0.094241738,0.017,0.474354738,0.301843132,0.517184767
2912,Pr4_Ba4_Ce2_Ni6_O24,Pr4Ba4Ce2Ni6O24.vasp,Pr4,8,Pr,4,Ba4,Ba,4,,,0,Ce2,8,Ce,2,Ni6,Ni,6,,,0,,,0,O24,-0.008483648,0.0,1.276198574,0.569747926,0.811946052
2915,Pr4_Ba4_Zr2_Co6_O24,Pr4Ba4Zr2Co6O24.vasp,Pr4,8,Pr,4,Ba4,Ba,4,,,0,Zr2,8,Zr,2,Co6,Co,6,,,0,,,0,O24,0.955863833,0.472,0.799176256,0.234378943,0.371363626
2916,Pr4_Ba4_Zr2_Fe6_O24,Pr4Ba4Zr2Fe6O24.vasp,Pr4,8,Pr,4,Ba4,Ba,4,,,0,Zr2,8,Zr,2,Fe6,Fe,6,,,0,,,0,O24,0.957569778,0.079,0.372396064,0.199884458,0.354713837
2917,Pr4_Ba4_Zr2_Hf6_O24,Pr4Ba4Zr2Hf6O24.vasp,Pr4,8,Pr,4,Ba4,Ba,4,,,0,Zr2,8,Zr,2,Hf6,Hf,6,,,0,,,0,O24,3.255391121,0.025,0.608290636,0.838290636,0.865955843
2918,Pr4_Ba4_Zr2_Ni6_O24,Pr4Ba4Zr2Ni6O24.vasp,Pr4,8,Pr,4,Ba4,Ba,4,,,0,Zr2,8,Zr,2,Ni6,Ni,6,,,0,,,0,O24,0.00590229,0.161,1.212761338,0.50631069,0.712309514
2919,Pr4_Ca4_Ce2_Co6_O24,Pr4Ca4Ce2Co6O24.vasp,Pr4,8,Pr,4,Ca4,Ca,4,,,0,Ce2,8,Ce,2,Co6,Co,6,,,0,,,0,O24,0.089442372,0.555,0.870252294,0.270404622,0.34883977
2920,Pr4_Ca4_Ce2_Mn6_O24,Pr4Ca4Ce2Mn6O24.vasp,Pr4,8,Pr,4,Ca4,Ca,4,,,0,Ce2,8,Ce,2,Mn6,Mn,6,,,0,,,0,O24,-0.011397362,0.491,0.389950198,0.263358907,0.347702028
2921,Pr4_Ca4_Ce2_Ni6_O24,Pr4Ca4Ce2Ni6O24.vasp,Pr4,8,Pr,4,Ca4,Ca,4,,,0,Ce2,8,Ce,2,Ni6,Ni,6,,,0,,,0,O24,-0.020770669,0.024,1.298088689,0.60488804,0.70403697
2922,Pr4_Ca4_Co2_Ce6_O24,Pr4Ca4Co2Ce6O24.vasp,Pr4,8,Pr,4,Ca4,Ca,4,,,0,Co2,8,Co,2,Ce6,Ce,6,,,0,,,0,O24,-0.017053962,1.452,0.42388015,0.37726426,0.469508596
2923,Pr4_Ca4_Co2_Zr6_O24,Pr4Ca4Co2Zr6O24.vasp,Pr4,8,Pr,4,Ca4,Ca,4,,,0,Co2,8,Co,2,Zr6,Zr,6,,,0,,,0,O24,-0.016098261,1.516,0.171947186,0.125314945,0.180293768
2926,Pr4_Ca4_Mn2_Ce6_O24,Pr4Ca4Mn2Ce6O24.vasp,Pr4,8,Pr,4,Ca4,Ca,4,,,0,Mn2,8,Mn,2,Ce6,Ce,6,,,0,,,0,O24,-0.019810319,1.435,0.265948264,0.377084501,0.471298161
2927,Pr4_Ca4_Mn2_Zr6_O24,Pr4Ca4Mn2Zr6O24.vasp,Pr4,8,Pr,4,Ca4,Ca,4,,,0,Mn2,8,Mn,2,Zr6,Zr,6,,,0,,,0,O24,-0.018137217,2.33,0.131228425,0.242342862,0.280688226
2930,Pr4_Ca4_Zr2_Co6_O24,Pr4Ca4Zr2Co6O24.vasp,Pr4,8,Pr,4,Ca4,Ca,4,,,0,Zr2,8,Zr,2,Co6,Co,6,,,0,,,0,O24,2.301699162,0.829,0.717755893,0.117891871,0.19631067
2931,Pr4_Ca4_Zr2_Mn6_O24,Pr4Ca4Zr2Mn6O24.vasp,Pr4,8,Pr,4,Ca4,Ca,4,,,0,Zr2,8,Zr,2,Mn6,Mn,6,,,0,,,0,O24,1.679810166,0.187,0.250863422,0.124239432,0.189974321
2933,Pr4_Sr4_Ce2_Co6_O24,Pr4Sr4Ce2Co6O24.vasp,Pr4,8,Pr,4,Sr4,Sr,4,,,0,Ce2,8,Ce,2,Co6,Co,6,,,0,,,0,O24,1.100817442,0.79,0.822291294,0.234396881,0.385233347
2934,Pr4_Sr4_Ce2_Mn6_O24,Pr4Sr4Ce2Mn6O24.vasp,Pr4,8,Pr,4,Sr4,Sr,4,,,0,Ce2,8,Ce,2,Mn6,Mn,6,,,0,,,0,O24,-0.012426376,0.334,0.344195198,0.248139569,0.386301605
2935,Pr4_Sr4_Ce2_Ni6_O24,Pr4Sr4Ce2Ni6O24.vasp,Pr4,8,Pr,4,Sr4,Sr,4,,,0,Ce2,8,Ce,2,Ni6,Ni,6,,,0,,,0,O24,-0.023741007,0.007,1.232092876,0.538892228,0.722395735
2936,Pr4_Sr4_Co2_Ce6_O24,Pr4Sr4Co2Ce6O24.vasp,Pr4,8,Pr,4,Sr4,Sr,4,,,0,Co2,8,Co,2,Ce6,Ce,6,,,0,,,0,O24,-0.017692327,1.619,0.3414574,0.30753714,0.471440423
2937,Pr4_Sr4_Co2_Zr6_O24,Pr4Sr4Co2Zr6O24.vasp,Pr4,8,Pr,4,Sr4,Sr,4,,,0,Co2,8,Co,2,Zr6,Zr,6,,,0,,,0,O24,-0.017948747,3.294,0.062333812,0.008813327,0.09559797
2938,Pr4_Sr4_Fe2_Ce6_O24,Pr4Sr4Fe2Ce6O24.vasp,Pr4,8,Pr,4,Sr4,Sr,4,,,0,Fe2,8,Fe,2,Ce6,Ce,6,,,0,,,0,O24,-0.016918898,0.044,0.25337267,0.352770956,0.536274463
2940,Pr4_Sr4_Mn2_Ce6_O24,Pr4Sr4Mn2Ce6O24.vasp,Pr4,8,Pr,4,Sr4,Sr,4,,,0,Mn2,8,Mn,2,Ce6,Ce,6,,,0,,,0,O24,-0.020154476,1.213,0.364547764,0.504389659,0.654252238
2942,Pr4_Sr4_Ni2_Ce6_O24,Pr4Sr4Ni2Ce6O24.vasp,Pr4,8,Pr,4,Sr4,Sr,4,,,0,Ni2,8,Ni,2,Ce6,Ce,6,,,0,,,0,O24,-0.015809655,1.699,0.385680011,0.307946462,0.491449969
2944,Pr4_Sr4_Zr2_Co6_O24,Pr4Sr4Zr2Co6O24.vasp,Pr4,8,Pr,4,Sr4,Sr,4,,,0,Zr2,8,Zr,2,Co6,Co,6,,,0,,,0,O24,2.048418045,0.007,0.700196738,0.10526171,0.242680496
2945,Pr4_Sr4_Zr2_Mn6_O24,Pr4Sr4Zr2Mn6O24.vasp,Pr4,8,Pr,4,Sr4,Sr,4,,,0,Zr2,8,Zr,2,Mn6,Mn,6,,,0,,,0,O24,1.512123704,0.028,0.228609142,0.124744476,0.231649023
2947,Sr4_Ba4_In2_Ce6_O24,Sr4Ba4In2Ce6O24.vasp,Sr4,8,Sr,4,Ba4,Ba,4,,,0,In2,8,In,2,Ce6,Ce,6,,,0,,,0,O24,1.746140599,2.216,0.328003025,0.213003025,0.589482777
2949,Sr4_Ba4_Sc2_Ce6_O24,Sr4Ba4Sc2Ce6O24.vasp,Sr4,8,Sr,4,Ba4,Ba,4,,,0,Sc2,8,Sc,2,Ce6,Ce,6,,,0,,,0,O24,1.760386705,2.173,0.325804386,0.210804386,0.598594339
2950,Sr4_Ba4_Y2_Ce6_O24,Sr4Ba4Y2Ce6O24.vasp,Sr4,8,Sr,4,Ba4,Ba,4,,,0,Y2,8,Y,2,Ce6,Ce,6,,,0,,,0,O24,1.748144031,2.275,0.387113957,0.270457707,0.556058914
2952,Sr4_Be4_Ce2_Sb6_O24,Sr4Be4Ce2Sb6O24.vasp,Sr4,8,Sr,4,Be4,Be,4,,,0,Ce2,8,Ce,2,Sb6,Sb,6,,,0,,,0,O24,1.469827771,0.564,0.621005256,0.928001532,0.944966587
2953,Sr4_Be4_Nb2_Ce6_O24,Sr4Be4Nb2Ce6O24.vasp,Sr4,8,Sr,4,Be4,Be,4,,,0,Nb2,8,Nb,2,Ce6,Ce,6,,,0,,,0,O24,-0.011184573,0.197,0.614599456,0.729599456,0.800557169
2954,Sr4_Be4_Nb2_Zr6_O24,Sr4Be4Nb2Zr6O24.vasp,Sr4,8,Sr,4,Be4,Be,4,,,0,Nb2,8,Nb,2,Zr6,Zr,6,,,0,,,0,O24,3.3355937,0.534,0.512051294,0.627051294,0.642712662
2955,Sr4_Be4_P2_Ce6_O24,Sr4Be4P2Ce6O24.vasp,Sr4,8,Sr,4,Be4,Be,4,,,0,P2,8,P,2,Ce6,Ce,6,,,0,,,0,O24,-0.015917897,0.045,0.643639682,0.758639682,0.799707363
2956,Sr4_Be4_P2_Zr6_O24,Sr4Be4P2Zr6O24.vasp,Sr4,8,Sr,4,Be4,Be,4,,,0,P2,8,P,2,Zr6,Zr,6,,,0,,,0,O24,3.625546455,0.954,0.768525074,0.883525074,0.890215418
2957,Sr4_Be4_Sb2_Ce6_O24,Sr4Be4Sb2Ce6O24.vasp,Sr4,8,Sr,4,Be4,Be,4,,,0,Sb2,8,Sb,2,Ce6,Ce,6,,,0,,,0,O24,1.402188897,0.166,0.576269896,0.691269896,0.799986705
2958,Sr4_Be4_Sb2_Zr6_O24,Sr4Be4Sb2Zr6O24.vasp,Sr4,8,Sr,4,Be4,Be,4,,,0,Sb2,8,Sb,2,Zr6,Zr,6,,,0,,,0,O24,-0.012943149,1.776,0.418251597,0.492955542,0.523289635
2960,Sr4_Be4_Ta2_Zr6_O24,Sr4Be4Ta2Zr6O24.vasp,Sr4,8,Sr,4,Be4,Be,4,,,0,Ta2,8,Ta,2,Zr6,Zr,6,,,0,,,0,O24,3.340955496,0.348,0.662653421,0.777653421,0.793314789
2962,Sr4_Be4_V2_Zr6_O24,Sr4Be4V2Zr6O24.vasp,Sr4,8,Sr,4,Be4,Be,4,,,0,V2,8,V,2,Zr6,Zr,6,,,0,,,0,O24,0.00682652,2.392,0.450899618,0.562740246,0.547548878
2963,Sr4_Be4_Zr2_Nb6_O24,Sr4Be4Zr2Nb6O24.vasp,Sr4,8,Sr,4,Be4,Be,4,,,0,Zr2,8,Zr,2,Nb6,Nb,6,,,0,,,0,O24,2.205792665,0.362,0.835738143,1.180738143,1.180738143
2964,Sr4_Be4_Zr2_Sb6_O24,Sr4Be4Zr2Sb6O24.vasp,Sr4,8,Sr,4,Be4,Be,4,,,0,Zr2,8,Zr,2,Sb6,Sb,6,,,0,,,0,O24,2.607507706,1.687,0.622591063,0.889291283,0.899402647
2965,Sr4_Be4_Zr2_Ta6_O24,Sr4Be4Zr2Ta6O24.vasp,Sr4,8,Sr,4,Be4,Be,4,,,0,Zr2,8,Zr,2,Ta6,Ta,6,,,0,,,0,O24,3.585568428,0.002,1.084173888,1.429173888,1.429173888
2966,Sr4_Ca4_Ce2_Fe6_O24,Sr4Ca4Ce2Fe6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,Ce2,8,Ce,2,Fe6,Fe,6,,,0,,,0,O24,1.284953117,0.504,0.806935595,0.396043228,0.624844026
2967,Sr4_Ca4_Ce2_Nb6_O24,Sr4Ca4Ce2Nb6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,Ce2,8,Ce,2,Nb6,Nb,6,,,0,,,0,O24,0.854330838,0.006,0.493562163,0.838562163,0.860149536
2968,Sr4_Ca4_Ce2_P6_O24,Sr4Ca4Ce2P6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,Ce2,8,Ce,2,P6,P,6,,,0,,,0,O24,1.434433222,0.367,0.673284752,1.015634752,1.013340802
2969,Sr4_Ca4_Ce2_Sb6_O24,Sr4Ca4Ce2Sb6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,Ce2,8,Ce,2,Sb6,Sb,6,,,0,,,0,O24,1.681307912,0.348,0.216118679,0.561118679,0.65155946
2970,Sr4_Ca4_Ce2_Ta6_O24,Sr4Ca4Ce2Ta6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,Ce2,8,Ce,2,Ta6,Ta,6,,,0,,,0,O24,1.170535684,0.007,0.707650482,1.052650482,1.057251894
2973,Sr4_Ca4_Nb2_Zr6_O24,Sr4Ca4Nb2Zr6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,Nb2,8,Nb,2,Zr6,Zr,6,,,0,,,0,O24,3.472950935,0.006,0.096123497,0.211123497,0.265741765
2975,Sr4_Ca4_Sb2_Ce6_O24,Sr4Ca4Sb2Ce6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,Sb2,8,Sb,2,Ce6,Ce,6,,,0,,,0,O24,1.999229074,0.204,0.174325554,0.289325554,0.504127497
2977,Sr4_Ca4_Ta2_Zr6_O24,Sr4Ca4Ta2Zr6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,Ta2,8,Ta,2,Zr6,Zr,6,,,0,,,0,O24,3.283414364,0.017,0.170935937,0.285935937,0.335370627
2978,Sr4_Ca4_V2_Ce6_O24,Sr4Ca4V2Ce6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,V2,8,V,2,Ce6,Ce,6,,,0,,,0,O24,1.885016561,1.401,0.349846682,0.462638349,0.577739573
2979,Sr4_Ca4_V2_Zr6_O24,Sr4Ca4V2Zr6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,V2,8,V,2,Zr6,Zr,6,,,0,,,0,O24,1.273164392,1.885,0.024859277,0.137650944,0.152890378
2980,Sr4_Ca4_Zr2_Fe6_O24,Sr4Ca4Zr2Fe6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,Zr2,8,Zr,2,Fe6,Fe,6,,,0,,,0,O24,-0.016131163,0.215,0.697490352,0.295317983,0.457724023
2981,Sr4_Ca4_Zr2_Nb6_O24,Sr4Ca4Zr2Nb6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,Zr2,8,Zr,2,Nb6,Nb,6,,,0,,,0,O24,0.100100398,0.014,0.352940968,0.697940968,0.715449846
2982,Sr4_Ca4_Zr2_Sb6_O24,Sr4Ca4Zr2Sb6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,Zr2,8,Zr,2,Sb6,Sb,6,,,0,,,0,O24,2.146430016,1.315,0.171745063,0.516745063,0.558494207
2983,Sr4_Ca4_Zr2_Ta6_O24,Sr4Ca4Zr2Ta6O24.vasp,Sr4,8,Sr,4,Ca4,Ca,4,,,0,Zr2,8,Zr,2,Ta6,Ta,6,,,0,,,0,O24,1.966243625,0.003,0.585704792,0.930704792,0.935306204
